station_name,demand_count,supply_count,net_demand,supply_demand_ratio,gap_type
Amsterdam Ave & W 172 St,374,205,169,1.82,严重缺口
92 St & 35 Ave,238,69,169,3.45,严重缺口
Pacific St & Ralph Ave,272,103,169,2.64,严重缺口
Troy Ave & Park Pl,600,431,169,1.39,严重缺口
58 St & 32 Ave,246,78,168,3.15,严重缺口
34 Ave & 89 St,247,80,167,3.09,严重缺口
32 Ave & 81 St,238,72,166,3.31,严重缺口
31 Ave & 61 St,394,228,166,1.73,严重缺口
Broadway & W 133 St,1786,1621,165,1.1,严重缺口
Steinway St & Ditmars Blvd,670,506,164,1.32,严重缺口
E New York Ave & Troy Ave,452,288,164,1.57,严重缺口
Henry St & Middagh St,1445,1282,163,1.13,严重缺口
Prospect Pl & Howard Ave,229,67,162,3.42,严重缺口
Lenox Ave & W 146 St,803,641,162,1.25,严重缺口
E 182 St & Morris Ave,432,270,162,1.6,严重缺口
62 St & 34 Ave,320,158,162,2.03,严重缺口
Townsend Ave & E 175 St,288,127,161,2.27,严重缺口
Empire Blvd & New York Ave,506,346,160,1.46,严重缺口
Ryer Ave & E 182 St,281,121,160,2.32,严重缺口
Union Ave & Jackson St,1389,1230,159,1.13,严重缺口
82 St & 30 Ave,211,55,156,3.84,严重缺口
E 138 St & 5 Ave,364,209,155,1.74,严重缺口
86 St & 37 Ave,267,112,155,2.38,严重缺口
Pacific St & Troy Ave,401,247,154,1.62,严重缺口
Cabrini Blvd & W 177 St,284,131,153,2.17,严重缺口
Willis Ave & Bruckner Blvd,494,341,153,1.45,严重缺口
Steinway St & 21 Ave,1610,1457,153,1.11,严重缺口
Featherbed Ln & Nelson Ave,354,201,153,1.76,严重缺口
River Ave & McClellan St,405,253,152,1.6,严重缺口
W 190 St & Broadway,449,297,152,1.51,严重缺口
37 Ave & 63 St,220,68,152,3.24,严重缺口
Bedford Ave & Beverley Rd,227,75,152,3.03,严重缺口
Ft. Washington Ave & W 190 St,327,176,151,1.86,严重缺口
Bainbridge Ave & Bedford Park Blvd,244,93,151,2.62,严重缺口
Macombs Rd & Featherbed Ln,344,193,151,1.78,严重缺口
Wyckoff St & 3 Ave,1214,1064,150,1.14,严重缺口
69 St & 43 Ave,338,189,149,1.79,严重缺口
Broadway & W 185 St,670,521,149,1.29,严重缺口
E 155 St & Courtlandt Ave,381,233,148,1.64,严重缺口
Macombs Rd & W 175 St,419,271,148,1.55,严重缺口
Wolcott St & Dwight St,484,336,148,1.44,严重缺口
Park Cir & East Dr,1580,1432,148,1.1,严重缺口
25 Ave & 85 St,203,55,148,3.69,严重缺口
Broadway & Roebling St,2944,2797,147,1.05,严重缺口
E 201 St & Briggs Ave,199,52,147,3.83,严重缺口
St Nicholas Ave & W 155 St,192,46,146,4.17,严重缺口
E 144 St & Brook Ave,420,274,146,1.53,严重缺口
Bergen St & Carlton Ave,603,458,145,1.32,严重缺口
Southern Blvd & Tiffany St,265,121,144,2.19,严重缺口
Union Ave & E 169 St,298,155,143,1.92,严重缺口
Plaza Dr & W 170 St,1081,939,142,1.15,严重缺口
E 167 St & Franklin Ave,453,311,142,1.46,严重缺口
W 160 St & St Nicholas Ave,189,48,141,3.94,严重缺口
Forest Ave & Summerfield St,443,302,141,1.47,严重缺口
79 St & 37 Ave,387,246,141,1.57,严重缺口
St Nicholas Ave & W 150 St,863,723,140,1.19,严重缺口
60 Ave & Fresh Pond Rd,198,58,140,3.41,严重缺口
Crown St & Troy Ave,199,60,139,3.32,严重缺口
32 Ave & 75 St,189,51,138,3.71,严重缺口
Gerard Ave & McClellan St,298,160,138,1.86,严重缺口
Knickerbocker Ave & Moffat St,235,97,138,2.42,严重缺口
Amsterdam Ave & W 175 St,332,194,138,1.71,严重缺口
Creston Ave & E 178 St,460,322,138,1.43,严重缺口
Southern Blvd & Avenue St. John,333,195,138,1.71,严重缺口
10 St & 5 Ave,1419,1281,138,1.11,严重缺口
Cortelyou Rd & E 19 St,313,176,137,1.78,严重缺口
65 Pl & Woodside Ave,270,134,136,2.01,严重缺口
Bergen St & Buffalo Ave,255,119,136,2.14,严重缺口
Louis Nine Blvd & Intervale Ave,303,167,136,1.81,严重缺口
90 St & 32 Ave,189,54,135,3.5,严重缺口
35 St & 21 Ave,662,527,135,1.26,严重缺口
Frederick Douglass Blvd & Harlem River Dr,544,410,134,1.33,严重缺口
E 77 St & 3 Ave,6594,6460,134,1.02,严重缺口
31 Ave & 86 St,165,33,132,5.0,严重缺口
Ditmars Blvd & 76 St,239,107,132,2.23,严重缺口
E 65 St & 2 Ave,4411,4279,132,1.03,严重缺口
Greenpoint Ave & 47 St,851,719,132,1.18,严重缺口
Banker St & Meserole Ave,1525,1393,132,1.09,严重缺口
Walton Ave & E 176 St,310,179,131,1.73,严重缺口
E 3 St & Church Ave,307,176,131,1.74,严重缺口
Maple St & Albany Ave,500,370,130,1.35,严重缺口
Stuyvesant Walk & 1 Ave Loop,177,48,129,3.69,严重缺口
Somers St & Rockaway Ave,233,104,129,2.24,严重缺口
Troy Ave & Linden Blvd,200,72,128,2.78,严重缺口
Cypress Ave & St Felix Ave,195,68,127,2.87,严重缺口
W Tremont Ave & Grand Ave,245,118,127,2.08,严重缺口
31 St & 21 Ave,784,657,127,1.19,严重缺口
Fulton Ave & E 168 St,428,301,127,1.42,严重缺口
Cypress Ave & Palmetto St,289,162,127,1.78,严重缺口
Cortelyou Rd & Argyle Rd,321,195,126,1.65,严重缺口
2 Ave & E 31 St,5317,5192,125,1.02,严重缺口
South St & Gouverneur Ln,5770,5645,125,1.02,严重缺口
77 St & 31 Ave,231,106,125,2.18,严重缺口
Willow Ave & E 133 St,362,237,125,1.53,严重缺口
Seaman Ave & Isham St,316,192,124,1.65,严重缺口
43 St & 37 Ave,396,273,123,1.45,严重缺口
Tinton Ave & E 165 St,493,372,121,1.33,严重缺口
93 St & Northern Blvd,196,75,121,2.61,严重缺口
Lefferts Ave & Albany Ave,228,108,120,2.11,严重缺口
E 171 St & Webster Ave,427,307,120,1.39,严重缺口
E Mosholu Pkwy & Van Cortlandt Ave E,224,104,120,2.15,严重缺口
Suydam St & St. Nicholas Ave,361,242,119,1.49,严重缺口
Knickerbocker Ave & George St,867,749,118,1.16,严重缺口
57 St & 4 Ave,504,386,118,1.31,严重缺口
St Johns Pl & Utica Ave,438,321,117,1.36,严重缺口
65 St & 35 Ave,323,207,116,1.56,严重缺口
Ocean Ave & Tennis Ct,225,109,116,2.06,严重缺口
Columbus Pl & Atlantic Ave,252,136,116,1.85,严重缺口
60 St & 37 Ave,212,96,116,2.21,严重缺口
Pacific St & Smith St,2408,2293,115,1.05,严重缺口
32 Ave & 84 St,150,35,115,4.29,严重缺口
Grand Ave & Remsen Pl,258,143,115,1.8,严重缺口
Westchester Ave & Southern Blvd,626,511,115,1.23,严重缺口
Rugby Rd & Beverley Rd,272,158,114,1.72,严重缺口
Lexington Ave & E 36 St,4349,4235,114,1.03,严重缺口
St Nicholas Ave & W 157 St,180,66,114,2.73,严重缺口
Buchanan Pl & Grand Ave,286,173,113,1.65,严重缺口
Amsterdam Ave & W 186 St,312,200,112,1.56,严重缺口
72 St & 41 Ave,357,245,112,1.46,严重缺口
Sterling Pl & Ralph Ave,152,41,111,3.71,严重缺口
Alexander Ave & E 134 St,837,727,110,1.15,严重缺口
20 Ave & Shore Blvd,223,113,110,1.97,严重缺口
48 Ave & 37 St,612,502,110,1.22,严重缺口
29 St & 5 Ave,513,403,110,1.27,严重缺口
55 St & 5 Ave,309,199,110,1.55,严重缺口
E 106 St & Madison Ave,2938,2829,109,1.04,严重缺口
Willis Ave & E 141 St,806,698,108,1.15,严重缺口
Rogers Ave & Lenox Rd,308,200,108,1.54,严重缺口
32 Ave & 77 St,143,36,107,3.97,严重缺口
60 St & 60 Rd,184,78,106,2.36,严重缺口
Margaret Corbin Plz & Ft Washington Ave,234,128,106,1.83,严重缺口
16 St & 4 Ave,310,205,105,1.51,严重缺口
Bergen St & Saratoga Ave,182,77,105,2.36,严重缺口
E 170 St & Sheridan Ave,703,598,105,1.18,严重缺口
Madison St & Cypress Ave,661,557,104,1.19,严重缺口
Broadway & W 122 St,1363,1259,104,1.08,严重缺口
57 St & Woodside Ave,337,234,103,1.44,严重缺口
St Johns Pl & Kingston Ave,252,149,103,1.69,严重缺口
Broadway & W 155 St,524,421,103,1.24,严重缺口
Thomas S. Boyland St & Macon St,263,160,103,1.64,严重缺口
Fulton St & Saratoga Ave,254,151,103,1.68,严重缺口
Little West St & 1 Pl,6688,6586,102,1.02,严重缺口
Botanical Sq & Webster Ave,472,371,101,1.27,严重缺口
Herkimer St & Eastern Pkwy,153,53,100,2.89,严重缺口
Wilkins Ave & Crotona Park E,296,196,100,1.51,严重缺口
Frederick Douglass Blvd & W 129 St,1550,1450,100,1.07,严重缺口
Elmhurst Ave & Forley St,115,15,100,7.67,严重缺口
Seneca Ave & Decatur St,146,47,99,3.11,严重缺口
3 Ave & Wakeman Pl,269,170,99,1.58,严重缺口
Longfellow Ave & Aldus St,255,156,99,1.63,严重缺口
107 St & 32 Ave,110,11,99,10.0,严重缺口
E 170 St & Clay Ave,367,268,99,1.37,严重缺口
Morris Ave & E 184 St,265,166,99,1.6,严重缺口
Midwood St & Kingston Ave,230,131,99,1.76,严重缺口
87 St & 30 Ave,112,13,99,8.62,严重缺口
Broadway & Furman Ave,232,133,99,1.74,严重缺口
E 174 St & Walton Ave,256,158,98,1.62,严重缺口
39 Ave & 54 St,236,138,98,1.71,严重缺口
W 113 St & Broadway,1645,1548,97,1.06,严重缺口
Judge St & Britton Ave,170,73,97,2.33,严重缺口
Morton St & Washington St,5377,5280,97,1.02,严重缺口
60 Pl & 67 Ave,144,47,97,3.06,严重缺口
71 St & 32 Ave,308,212,96,1.45,严重缺口
Eastern Pkwy & Ralph Ave,187,91,96,2.05,严重缺口
Jerome Ave & Anderson Ave,247,151,96,1.64,严重缺口
Patchen Ave & Bainbridge St,453,358,95,1.27,严重缺口
Southern Blvd & E 174 St,1003,908,95,1.1,严重缺口
Bainbridge Ave & E 198 St,213,119,94,1.79,严重缺口
W 36 St & 9 Ave,5108,5015,93,1.02,严重缺口
Hancock St & Wyckoff Ave,327,234,93,1.4,严重缺口
35 St & 23 Ave,515,423,92,1.22,严重缺口
Central Ave & Decatur St,371,279,92,1.33,严重缺口
Rugby Rd & Albemarle Rd,163,71,92,2.3,严重缺口
Weeks Ave & E 175 St,156,64,92,2.44,严重缺口
E 17 St & Beverley Rd,233,141,92,1.65,严重缺口
56 St & Arnold Ave,215,123,92,1.75,严重缺口
New York Ave & Montgomery St,406,315,91,1.29,严重缺口
Putnam Ave & Wyckoff Ave,455,364,91,1.25,严重缺口
St Marks Ave & Ralph Ave,209,118,91,1.77,严重缺口
Lexington Ave & Patchen Ave,136,46,90,2.96,严重缺口
Dean St & Hoyt St,1307,1217,90,1.07,严重缺口
E 128 St & Madison Ave,1264,1174,90,1.08,严重缺口
E 8 St & Caton Ave,649,560,89,1.16,严重缺口
Academy St & Nagle Ave,235,146,89,1.61,严重缺口
Southern Blvd & E 172 St,263,175,88,1.5,严重缺口
E Mosholu Pkwy & E 204 St,123,36,87,3.42,严重缺口
39 St & 47 Ave,784,698,86,1.12,严重缺口
Longfellow Ave & E 165 St,141,55,86,2.56,严重缺口
E 170 St & Webster Ave,669,584,85,1.15,严重缺口
Grove St & Fresh Pond Rd,283,198,85,1.43,严重缺口
34 Ave & 48 St,427,342,85,1.25,严重缺口
3 Ave & Franklin Ave,570,485,85,1.18,严重缺口
53 St & 5 Ave,224,139,85,1.61,严重缺口
E 135 St & St Ann's Ave,374,290,84,1.29,严重缺口
Dean St & Rockaway Ave,127,43,84,2.95,严重缺口
64 St & 3 Ave,105,22,83,4.77,严重缺口
Tilden Ave & Nostrand Ave,170,87,83,1.95,严重缺口
Matthews Ct & Coney Island Ave,124,41,83,3.02,严重缺口
New York Ave & Snyder Ave,109,27,82,4.04,严重缺口
Boone Ave & E 172 St,445,364,81,1.22,严重缺口
91 St & 31 Ave,96,15,81,6.4,严重缺口
Dahill Rd & 12 Ave,454,373,81,1.22,严重缺口
Tilden Ave & Lott St,127,46,81,2.76,严重缺口
Valentine Ave & E 183 St,311,230,81,1.35,严重缺口
Brooklyn Ave & Lefferts Ave,189,109,80,1.73,严重缺口
Grand Army Plaza & Plaza St West,2345,2265,80,1.04,严重缺口
E 51 St & 2 Ave,4740,4660,80,1.02,严重缺口
Albany Ave & Fulton St,900,821,79,1.1,严重缺口
Webster Ave & Ford St,263,184,79,1.43,严重缺口
Rogers Ave & Snyder Ave,143,65,78,2.2,严重缺口
Marion Ave & Mosholu Pkwy,254,176,78,1.44,严重缺口
56 Dr & 61 St,135,57,78,2.37,严重缺口
Webster Ave & E 166 St,221,144,77,1.53,严重缺口
Amsterdam Ave & W 125 St,1720,1643,77,1.05,严重缺口
69 St & 38 Ave,301,224,77,1.34,严重缺口
Pacific St & Thomas S. Boyland St,135,58,77,2.33,严重缺口
W 218 St & Indian Rd,214,137,77,1.56,严重缺口
St Ann's Ave & E 144 St,134,57,77,2.35,严重缺口
57 St & 7 Ave,195,119,76,1.64,严重缺口
7 Ave & Central Park South,9301,9226,75,1.01,严重缺口
Smith St & 9 St,2641,2566,75,1.03,严重缺口
Amsterdam Ave & W 180 St,293,219,74,1.34,严重缺口
Crotona Park East & E 173 St,517,443,74,1.17,严重缺口
W 171 St & St. Nicholas Ave,350,277,73,1.26,严重缺口
Cortelyou Rd & Albany Ave,110,38,72,2.89,严重缺口
31 Rd & 21 St,126,54,72,2.33,严重缺口
103 St & Martense Ave,81,10,71,8.1,严重缺口
Buffalo Ave & E New York Ave,493,423,70,1.17,严重缺口
Coffey St & Conover St,872,802,70,1.09,严重缺口
E 133 St & Cypress Pl,191,121,70,1.58,严重缺口
30 Ave & 70 St,99,30,69,3.3,严重缺口
Jerome Ave & E Mosholu Pkwy S,163,94,69,1.73,严重缺口
Bailey Ave & Sedgwick Ave,137,68,69,2.01,严重缺口
Sherman Ave & Thayer St,250,182,68,1.37,严重缺口
20 Ave & 48 St,320,252,68,1.27,严重缺口
Cortelyou Rd & Stratford Rd,351,283,68,1.24,严重缺口
E 68 St & 3 Ave,4062,3994,68,1.02,严重缺口
E 158 St & Melrose Ave,448,380,68,1.18,严重缺口
100 St & Northern Blvd,85,18,67,4.72,严重缺口
Shore Blvd & Astoria Park,423,356,67,1.19,严重缺口
Freeman St & Reverend James A Polite Ave,115,48,67,2.4,严重缺口
Hughes Ave & Oak Tree Pl,87,20,67,4.35,严重缺口
Lenox Rd & E 43 St,161,95,66,1.69,严重缺口
Intervale Ave & Kelly St,180,114,66,1.58,严重缺口
Palmetto St & Traffic Ave,265,199,66,1.33,严重缺口
Jerome Ave & E Mosholu Parkway S,490,425,65,1.15,严重缺口
36 St & Ditmars Blvd,601,536,65,1.12,严重缺口
60 Pl & Flushing Ave,98,34,64,2.88,严重缺口
Lincoln Rd & Ocean Ave,1913,1849,64,1.03,严重缺口
Gerard Ave & E 165 St,187,123,64,1.52,严重缺口
E 180 St & Monterey Ave,83,19,64,4.37,严重缺口
Buffalo Ave & St Johns Pl,122,58,64,2.1,严重缺口
63 St & 59 Dr,159,95,64,1.67,严重缺口
Pioneer St & Richards St,484,420,64,1.15,严重缺口
Ithaca St & Baxter Ave,149,86,63,1.73,严重缺口
E 165 St & Jerome Ave,180,118,62,1.53,严重缺口
Melrose Ave & E 154 St,318,256,62,1.24,严重缺口
Van Dam St & Meeker Ave,507,445,62,1.14,严重缺口
Greenwood Ave & E 4 St,535,473,62,1.13,严重缺口
Rutland Rd & E 45 St,179,117,62,1.53,严重缺口
Goble Pl & Macombs Rd,610,548,62,1.11,严重缺口
Decatur Ave & Bedford Park Blvd,137,75,62,1.83,严重缺口
53 St & 4 Ave,682,621,61,1.1,严重缺口
75 St & 35 Ave,178,117,61,1.52,严重缺口
Flatbush Ave & Eastern Pkwy,336,276,60,1.22,严重缺口
Inwood Ave & W 170 St,339,279,60,1.22,严重缺口
23 St & 3 Ave,172,112,60,1.54,严重缺口
Seneca Ave & Irvine St,158,98,60,1.61,严重缺口
6 Ave & 60 St,135,76,59,1.78,严重缺口
63 St & Borden Ave,87,28,59,3.11,严重缺口
Herkimer St & New York Ave,852,793,59,1.07,严重缺口
Queens Blvd & 56 Ave,151,93,58,1.62,严重缺口
Dyckman St & Henshaw St,246,188,58,1.31,严重缺口
Broadway & W 157 St,195,137,58,1.42,严重缺口
65 Ln & Metropolitan Ave,254,196,58,1.3,严重缺口
Montgomery St & Franklin Ave,826,768,58,1.08,严重缺口
Freeman St & Southern Blvd,334,277,57,1.21,严重缺口
5 Ave & W 126 St,2179,2123,56,1.03,严重缺口
Taylor St & Bedford Ave,77,22,55,3.5,严重缺口
W 190 St & St Nicholas Ave,101,46,55,2.2,严重缺口
W 147 St & Adam Clayton Powell Blvd,1138,1083,55,1.05,严重缺口
Jerome Ave & W 177 St,166,111,55,1.5,严重缺口
Grand Ave & W Fordham Rd,197,142,55,1.39,严重缺口
E 176 St & Clinton Ave,57,3,54,19.0,严重缺口
E 19 St & Beverley Rd,99,45,54,2.2,严重缺口
Cedar Ave & W Fordham Rd,177,123,54,1.44,严重缺口
72 St & Northern Blvd,204,151,53,1.35,严重缺口
Turner Pl & Coney Island Ave,212,160,52,1.32,严重缺口
Waterloo Pl & Crotona Park East,201,149,52,1.35,严重缺口
85 St & Northern Blvd,155,103,52,1.5,严重缺口
Eastern Pkwy & Rochester Ave,419,367,52,1.14,严重缺口
76 St & 45 Ave,83,32,51,2.59,严重缺口
Broadway & Ellwood St,214,163,51,1.31,严重缺口
98 St & 25 Ave,82,31,51,2.65,严重缺口
104 St & Northern Blvd,69,19,50,3.63,轻微缺口
E Tremont Ave & Jerome Ave,254,204,50,1.25,轻微缺口
Southern Blvd & E 180 St,73,23,50,3.17,轻微缺口
Nagle Ave & Thayer St,380,330,50,1.15,轻微缺口
W 171 St & St Nicholas Ave,120,70,50,1.71,轻微缺口
3 Ave & E 170 St,815,766,49,1.06,轻微缺口
W 211 St & 10 Ave,107,58,49,1.84,轻微缺口
Grand Concourse & E 192 St,339,290,49,1.17,轻微缺口
53 Ave & 94 St,72,23,49,3.13,轻微缺口
Prospect Ave & Longwood Ave,324,276,48,1.17,轻微缺口
Jackson Mill Rd & 93 St,87,39,48,2.23,轻微缺口
41 St & 4 Ave,718,670,48,1.07,轻微缺口
Frost St & Meeker Ave,950,902,48,1.05,轻微缺口
52 St & 6 Ave,231,183,48,1.26,轻微缺口
Centre St & Seneca Ave,303,255,48,1.19,轻微缺口
Washington Ave & E 163 St,830,784,46,1.06,轻微缺口
Crotona Ave & E 183 St,66,20,46,3.3,轻微缺口
Grand Ave & W 181 St,272,226,46,1.2,轻微缺口
Clarkson Ave & Utica Ave,187,142,45,1.32,轻微缺口
Featherbed Ln & Jerome Ave,246,201,45,1.22,轻微缺口
W 40 St & 7 Ave,2944,2899,45,1.02,轻微缺口
Forley St & Lamont Ave,106,61,45,1.74,轻微缺口
W 186 St & St Nicholas Ave,68,23,45,2.96,轻微缺口
Broadway & 51 St,500,456,44,1.1,轻微缺口
99 St & Astoria Blvd,57,13,44,4.38,轻微缺口
Van Cleef St & 108 St,47,3,44,15.67,轻微缺口
Grand Concourse & E Mosholu Pkwy S,185,142,43,1.3,轻微缺口
Sullivan Pl & Franklin Ave,303,260,43,1.17,轻微缺口
Church Ave & E 42 St,92,49,43,1.88,轻微缺口
College Ave & E 170 St,290,248,42,1.17,轻微缺口
59 St & 5 Ave,130,88,42,1.48,轻微缺口
Westchester Ave & E 156 St,427,385,42,1.11,轻微缺口
30 Ave & 80 St,87,45,42,1.93,轻微缺口
3 Ave & 17 St,261,220,41,1.19,轻微缺口
Linden Blvd & Nostrand Ave,215,174,41,1.24,轻微缺口
Linden St & Knickerbocker Ave,514,473,41,1.09,轻微缺口
Crotona Ave & E 179 St,75,35,40,2.14,轻微缺口
E 16 St & Cortelyou Rd,218,178,40,1.22,轻微缺口
73 St & 25 Ave,89,50,39,1.78,轻微缺口
Lott St & Erasmus St,101,62,39,1.63,轻微缺口
Wards Meadow Comfort Station,850,811,39,1.05,轻微缺口
Aqueduct Ave & North St,108,69,39,1.57,轻微缺口
Cypress Ave & George St,145,107,38,1.36,轻微缺口
E 180 St & Prospect Ave,47,9,38,5.22,轻微缺口
Stratford Rd & Beverley Rd,53,15,38,3.53,轻微缺口
Arthur Ave & E 183 St,64,26,38,2.46,轻微缺口
111 St & 37 Ave,54,16,38,3.38,轻微缺口
Pacific St & Sackman St,95,58,37,1.64,轻微缺口
75 St & Northern Blvd,58,21,37,2.76,轻微缺口
5 Ave & 66 St,179,142,37,1.26,轻微缺口
Buffalo Ave & St John's Pl,74,38,36,1.95,轻微缺口
Clinton Ave & E Tremont Ave,49,14,35,3.5,轻微缺口
Gillmore St & 27 Ave,60,25,35,2.4,轻微缺口
48 St & 37 Ave,367,332,35,1.11,轻微缺口
34 Ave & 113 St,41,6,35,6.83,轻微缺口
E 182 St & Park Ave,48,13,35,3.69,轻微缺口
Garrison Ave & Manida St,172,138,34,1.25,轻微缺口
65 Pl & 53 Ave,37,3,34,12.33,轻微缺口
Charlotte St & Boston Rd,207,174,33,1.19,轻微缺口
Cypress Hills St & Otto Rd,181,148,33,1.22,轻微缺口
99 St & 32 Ave,47,14,33,3.36,轻微缺口
Sedgwick Ave & W 195 St,42,10,32,4.2,轻微缺口
57 Rd & 59 St,91,60,31,1.52,轻微缺口
Martense Ave & 108 St,46,15,31,3.07,轻微缺口
Fresh Pond Rd & Flushing Ave,102,72,30,1.42,轻微缺口
Vyse Ave & E 181 St,33,4,29,8.25,轻微缺口
Hazen St & 20 Ave,447,418,29,1.07,轻微缺口
Winthrop St & Albany Ave,224,195,29,1.15,轻微缺口
Audubon Ave & Fort George Ave,78,49,29,1.59,轻微缺口
81 St & 24 Ave,74,46,28,1.61,轻微缺口
Summerfield St & Cypress Ave,191,163,28,1.17,轻微缺口
Suydam St & St Nicholas Ave,96,68,28,1.41,轻微缺口
Irving Ave & DeKalb Ave,534,506,28,1.06,轻微缺口
Winthrop St & Schenectady Ave,95,67,28,1.42,轻微缺口
Boerum St & Broadway,1757,1730,27,1.02,轻微缺口
Ft. Hamilton Pkwy & E 2 St,707,680,27,1.04,轻微缺口
Longwood Ave & Southern Blvd,407,380,27,1.07,轻微缺口
Jackson Mill Rd & 24 Ave,52,25,27,2.08,轻微缺口
E 13 St & Ave A,77,50,27,1.54,轻微缺口
40 St & Queens Blvd,1027,1000,27,1.03,轻微缺口
E 167 St & Bryant Ave,213,186,27,1.15,轻微缺口
25 Ave & 96 St,45,18,27,2.5,轻微缺口
W Burnside Ave & University Ave,597,570,27,1.05,轻微缺口
34 Ave & Junction Blvd,139,113,26,1.23,轻微缺口
Jerome Ave & E 198 St,116,90,26,1.29,轻微缺口
Degraw St & 3 Ave,1397,1372,25,1.02,轻微缺口
E 18 St & Church Ave,404,379,25,1.07,轻微缺口
23 Rd & 31 St,305,281,24,1.09,轻微缺口
37 Ave & 113 St,50,27,23,1.85,轻微缺口
100 St & Humphreys St,35,12,23,2.92,轻微缺口
Jerome Ave & E 181 St,153,130,23,1.18,轻微缺口
Fort Washington Ave & W 190 St,111,88,23,1.26,轻微缺口
Jerome Ave & E 164 St,250,227,23,1.1,轻微缺口
Southern Blvd & Ave St John,81,58,23,1.4,轻微缺口
24 St & 5 Ave,801,779,22,1.03,轻微缺口
Edgecombe Ave & W 167 St,337,315,22,1.07,轻微缺口
Audubon Ave & W 179 St,81,59,22,1.37,轻微缺口
61 St & Borden Ave,43,21,22,2.05,轻微缺口
65 St & Roosevelt Ave,181,159,22,1.14,轻微缺口
87 St & Roosevelt Ave,88,66,22,1.33,轻微缺口
Crotona Pkwy & Bronx Park S,28,6,22,4.67,轻微缺口
W 233 St & Albany Crescent,30,8,22,3.75,轻微缺口
59 St & 59 Rd,42,21,21,2.0,轻微缺口
5 Ave & 67 St,54,33,21,1.64,轻微缺口
51 Ave & Junction Blvd,31,10,21,3.1,轻微缺口
E 182 St & Belmont Ave,28,8,20,3.5,轻微缺口
Pacific St & Utica Ave,287,267,20,1.07,轻微缺口
Cortelyou Rd & E 34 St,54,34,20,1.59,轻微缺口
100 St & Lewis Ave,32,12,20,2.67,轻微缺口
Park Ave & E Tremont Ave,24,4,20,6.0,轻微缺口
55 Ave & Center Blvd,32,12,20,2.67,轻微缺口
Kingston Ave & Herkimer St,1150,1130,20,1.02,轻微缺口
Sedgwick Ave & Giles Pl,37,17,20,2.18,轻微缺口
Grand Ave & 58 Ave,43,23,20,1.87,轻微缺口
South Railroad Ave & Broadway,190,170,20,1.12,轻微缺口
78 St & Northern Blvd,45,25,20,1.8,轻微缺口
Mount Eden Pkwy & Eastburn Ave,245,226,19,1.08,轻微缺口
28 St & 36 Ave,1538,1519,19,1.01,轻微缺口
55 Ave & 97 Pl,37,18,19,2.06,轻微缺口
112 St & Northern Blvd,49,30,19,1.63,轻微缺口
St Nicholas Ave & Manhattan Ave,4215,4196,19,1.0,轻微缺口
95 St & 35 Ave,49,31,18,1.58,轻微缺口
Old Broadway & W 133 St,300,282,18,1.06,轻微缺口
Beverley Rd & Nostrand Ave,157,139,18,1.13,轻微缺口
53 St & Flushing Ave,168,151,17,1.11,轻微缺口
Morris Ave & E Burnside Ave,266,249,17,1.07,轻微缺口
Butler St & 27 Ave,29,12,17,2.42,轻微缺口
31 Ave & 84 St,27,11,16,2.45,轻微缺口
E 156 St & Courtlandt Ave,432,416,16,1.04,轻微缺口
39 St & Queens Blvd,681,665,16,1.02,轻微缺口
Clarkson Ave & Troy Ave,101,85,16,1.19,轻微缺口
Franklin Ave & Myrtle Ave,1548,1533,15,1.01,轻微缺口
E 178 St & Monterey Ave,19,4,15,4.75,轻微缺口
Washington Ave & Park Pl,34,19,15,1.79,轻微缺口
Bedford Ave & Albemarle Rd,195,180,15,1.08,轻微缺口
E 181 St & Bathgate Ave,19,4,15,4.75,轻微缺口
Brooklyn Ave & Snyder Ave,66,51,15,1.29,轻微缺口
Beaver St & Fayette St,1985,1970,15,1.01,轻微缺口
Midwood St & Utica Ave,91,76,15,1.2,轻微缺口
31 Ave & 103 St,19,4,15,4.75,轻微缺口
Broadway & Hancock St,491,477,14,1.03,轻微缺口
Nostrand Ave & Flushing Ave,65,51,14,1.27,轻微缺口
47 Ave & 104 St,25,11,14,2.27,轻微缺口
Maurice Ave & 53 Dr,45,31,14,1.45,轻微缺口
Schenectady Ave & Cortelyou Rd,44,30,14,1.47,轻微缺口
Park Circle & East Dr,385,371,14,1.04,轻微缺口
Decatur Ave & Oliver Pl,83,69,14,1.2,轻微缺口
51 Ave & Alstyne Ave,16,3,13,5.33,轻微缺口
88 St & Astoria Blvd,37,24,13,1.54,轻微缺口
Sumpter St & Fulton St,143,130,13,1.1,轻微缺口
Snyder Ave & Schenectady Ave,49,36,13,1.36,轻微缺口
Crotona Pkwy & Elsmere Pl,25,12,13,2.08,轻微缺口
102 St & 34 Ave,27,14,13,1.93,轻微缺口
E 167 St & Clay Ave,458,446,12,1.03,轻微缺口
61 St & 60 Ln,187,175,12,1.07,轻微缺口
4 Ave & 26 St,561,549,12,1.02,轻微缺口
Union St & 4 Ave,2581,2569,12,1.0,轻微缺口
97 St & 23 Ave,31,19,12,1.63,轻微缺口
37 Ave & 106 St,28,16,12,1.75,轻微缺口
34 Ave & 108 St,28,17,11,1.65,轻微缺口
E 179 St & Daly Ave,11,0,11,极高需求,轻微缺口
104 St & 32 Ave,13,2,11,6.5,轻微缺口
51 Ave & Corona Ave,15,4,11,3.75,轻微缺口
Bruckner Blvd & Bryant Ave,43,32,11,1.34,轻微缺口
